"","project","date","fire_scar","site","plot","tree_species","standing","snag_pre_fire","dbh","basal_diameter","cone_combustion","foliage_combustion","fine_combustion","coarse_combustion","stem_combustion","livedead","tree_notes"
"1945","CCE","2024-07-30","Nugget Creek","NuCr3","B","black spruce","no","yes",2.8,NA,NA,NA,NA,NA,0,"dead",""
"1946","CCE","2024-07-30","Nugget Creek","NuCr3","B","black spruce","no","no",7.2,NA,0,0,0,0,0,"dead",""
"1947","CCE","2024-07-30","Nugget Creek","NuCr3","B","black spruce","no","no",3.8,NA,0,0,0,0,0,"dead",""
"1948","CCE","2024-07-30","Nugget Creek","NuCr3","B","black spruce","yes","no",2.2,NA,NA,NA,NA,0,0,"dead",""
"1949","CCE","2024-07-30","Nugget Creek","NuCr3","B","black spruce","no","no",6.5,NA,0,0,0,0,0,"dead",""
"1950","CCE","2024-07-30","Nugget Creek","NuCr3","B","black spruce","no","yes",2.6,NA,NA,NA,NA,NA,25,"dead",""
"1951","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",3.8,NA,75,50,50,25,0,"dead",""
"1952","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",NA,1.2,NA,100,100,100,0,"dead",""
"1953","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","yes",1.4,NA,NA,NA,NA,NA,0,"dead",""
"1954","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",NA,1.6,NA,100,100,100,0,"dead",""
"1955","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",NA,1.6,NA,100,100,100,0,"dead",""
"1956","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",3.7,NA,50,100,100,75,0,"dead",""
"1957","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",2,NA,NA,100,100,100,0,"dead",""
"1958","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",5,NA,100,100,100,75,0,"dead",""
"1959","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",1.7,NA,100,100,100,100,0,"dead",""
"1960","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","no","yes",1.9,NA,NA,NA,NA,NA,25,"dead",""
"1961","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",NA,1.4,NA,100,100,100,0,"dead",""
"1962","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","no","yes",NA,2.3,NA,NA,NA,NA,25,"dead",""
"1963","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","yes",5.5,NA,NA,100,100,25,0,"dead","Topped"
"1964","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","no","yes",3.4,NA,NA,NA,NA,NA,0,"dead",""
"1965","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",3.5,NA,NA,NA,NA,NA,25,"dead",""
"1966","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",NA,1.1,NA,100,100,100,0,"dead",""
"1967","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",NA,1.1,NA,100,100,100,0,"dead",""
"1968","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",2,NA,100,100,100,100,0,"dead",""
"1969","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","no","yes",NA,2.2,NA,NA,NA,NA,50,"dead",""
"1970","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",3,NA,100,100,100,75,0,"dead",""
"1971","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","no","no",0.5,NA,NA,100,100,100,0,"dead",""
"1972","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",2.2,NA,0,0,0,0,0,"dead",""
"1973","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",NA,2.1,NA,100,100,75,0,"dead",""
"1974","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",NA,2,NA,100,100,75,0,"dead",""
"1975","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",NA,2,NA,100,100,75,0,"dead",""
"1976","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",3.3,NA,100,100,100,75,0,"dead",""
"1977","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",4.4,NA,75,100,100,50,0,"dead",""
"1978","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","no","yes",NA,1.6,NA,NA,NA,NA,0,"dead",""
"1979","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",4.4,NA,100,100,100,75,0,"dead",""
"1980","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",2.9,NA,75,75,75,75,0,"dead",""
"1981","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",3.4,NA,100,100,100,100,0,"dead",""
"1982","CCE","2024-08-06","Dry Creek","DrCr6","B","black spruce","yes","no",NA,1.9,NA,100,100,100,0,"dead",""
"1983","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,1.9,NA,100,100,75,0,"dead",""
"1984","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",0.9,NA,NA,100,75,50,0,"dead",""
"1985","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",3.1,NA,50,100,100,75,0,"dead",""
"1986","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",2.8,NA,NA,100,100,100,0,"dead",""
"1987","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,1.8,NA,100,100,100,0,"dead",""
"1988","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,2,NA,100,100,100,25,"dead",""
"1989","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,2,NA,100,100,100,0,"dead",""
"1990","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,3.2,NA,100,100,75,0,"dead",""
"1991","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","yes",NA,1.7,NA,100,100,100,25,"dead",""
"1992","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",2,NA,NA,100,75,50,0,"dead",""
"1993","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","no","no",NA,1.1,NA,100,100,100,0,"dead",""
"1994","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,2,NA,100,100,75,0,"dead",""
"1995","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,1.5,NA,100,100,100,0,"dead",""
"1996","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",2.4,NA,75,75,75,50,0,"dead",""
"1997","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","yes",NA,2,NA,NA,NA,NA,25,"dead",""
"1998","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,2.1,NA,100,100,100,0,"dead",""
"1999","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,2.4,NA,100,100,100,0,"dead",""
"2000","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,1.3,NA,100,100,50,25,"dead",""
"2001","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",1.3,NA,NA,100,100,100,0,"dead",""
"2002","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,2.9,NA,100,100,75,0,"dead",""
"2003","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,2.9,NA,100,100,75,0,"dead",""
"2004","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",0.4,NA,NA,100,100,75,0,"dead",""
"2005","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",1,NA,NA,100,100,100,0,"dead",""
"2006","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,1.2,NA,100,100,100,0,"dead",""
"2007","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,2.5,NA,100,100,75,0,"dead",""
"2008","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",2.2,NA,NA,100,75,50,0,"dead",""
"2009","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,2,NA,100,100,100,0,"dead",""
"2010","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","yes",NA,1.4,NA,NA,NA,NA,25,"dead",""
"2011","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,2.6,NA,100,100,75,0,"dead",""
"2012","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,2,NA,100,100,75,0,"dead",""
"2013","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",0.8,NA,NA,100,75,25,0,"dead",""
"2014","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,1.7,NA,100,100,50,0,"dead",""
"2015","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",5.6,NA,NA,75,75,50,25,"dead","Topped"
"2016","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",2.3,NA,NA,100,100,100,0,"dead",""
"2017","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",5.1,NA,25,100,100,50,0,"dead",""
"2018","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",2.2,NA,NA,75,75,50,0,"dead",""
"2019","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,1.2,NA,100,100,100,25,"dead",""
"2020","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,1.9,NA,100,100,75,0,"dead",""
"2021","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,2.6,NA,100,100,50,0,"dead",""
"2022","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,2.5,NA,100,100,75,0,"dead",""
"2023","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",0.6,NA,NA,100,100,75,0,"dead",""
"2024","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,1.5,NA,100,100,50,0,"dead",""
"2025","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",NA,2.2,NA,100,100,75,0,"dead",""
"2026","CCE","2024-08-03","Teklanika","Tekl1","C","black spruce","yes","no",0.6,NA,NA,100,100,75,0,"dead",""
"2027","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",6.1,NA,0,0,0,0,0,"dead",""
"2028","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",4.9,NA,0,0,0,0,0,"dead",""
"2029","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",6.3,NA,0,0,0,0,0,"dead",""
"2030","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",4.7,NA,0,0,0,0,0,"dead",""
"2031","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",7.3,NA,0,0,0,0,0,"dead",""
"2032","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",2.6,NA,0,0,0,0,0,"dead",""
"2033","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",6,NA,0,0,0,0,0,"dead",""
"2034","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",2,NA,0,0,0,0,0,"dead",""
"2035","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",4.8,NA,0,0,0,0,0,"dead",""
"2036","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",4.8,NA,0,0,0,0,0,"dead",""
"2037","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",4.8,NA,0,0,0,0,0,"dead",""
"2038","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","yes","no",3,NA,0,0,0,0,0,"dead",""
"2039","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","yes","no",3,NA,0,0,0,0,0,"dead",""
"2040","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",4.1,NA,0,0,0,0,0,"dead",""
"2041","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",0.8,NA,NA,0,0,0,0,"dead",""
"2042","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",4,NA,NA,NA,NA,0,25,"dead",""
"2043","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",3.2,NA,NA,NA,NA,0,25,"dead","Topped"
"2044","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",3.1,NA,0,0,0,0,0,"dead",""
"2045","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",5.6,NA,0,0,0,0,0,"dead",""
"2046","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",3,NA,0,0,0,0,0,"dead",""
"2047","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",3.2,NA,0,0,0,0,0,"dead",""
"2048","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",6.6,NA,0,0,0,0,0,"dead",""
"2049","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",4,NA,0,0,0,0,0,"dead",""
"2050","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",6.5,NA,0,0,0,0,0,"dead",""
"2051","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",5.4,NA,0,0,0,0,0,"dead",""
"2052","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",3.2,NA,0,0,0,0,0,"dead",""
"2053","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",4.1,NA,0,0,0,0,0,"dead",""
"2054","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","yes",NA,4.5,NA,NA,NA,NA,75,"dead",""
"2055","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","yes","no",3.2,NA,0,0,0,0,0,"dead",""
"2056","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",6.1,NA,0,0,0,0,0,"dead",""
"2057","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","yes","no",11,NA,0,0,0,0,0,"dead",""
"2058","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",3.3,NA,0,0,0,0,0,"dead",""
"2059","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",2.2,NA,0,0,0,0,0,"dead",""
"2060","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",2.2,NA,0,0,0,0,0,"dead",""
"2061","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",2.6,NA,0,0,0,0,0,"dead",""
"2062","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",3.8,NA,0,0,0,0,0,"dead",""
"2063","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",8.5,NA,0,0,0,0,0,"dead",""
"2064","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",8.5,NA,0,0,0,0,0,"dead",""
"2065","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",4.5,NA,0,0,0,0,0,"dead",""
"2066","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",4.4,NA,0,0,0,0,0,"dead",""
"2067","CCE","2024-07-30","Nugget Creek","NuCr3","A","birch","no","no",2.6,NA,NA,0,0,0,0,"dead",""
"2068","CCE","2024-07-30","Nugget Creek","NuCr3","A","birch","no","yes",1.7,NA,NA,0,0,0,0,"dead",""
"2069","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",3.3,NA,0,0,0,0,0,"dead",""
"2070","CCE","2024-07-30","Nugget Creek","NuCr3","A","black spruce","no","no",6.8,NA,0,0,0,0,0,"dead",""
"2071","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","no","no",NA,1.1,NA,100,100,100,0,"dead",""
"2072","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",NA,1.1,NA,100,100,100,0,"dead",""
"2073","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",1.8,NA,NA,100,100,100,0,"dead",""
"2074","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",1.7,NA,NA,100,100,100,0,"dead",""
"2075","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",14.2,NA,100,100,100,25,0,"dead",""
"2076","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",NA,1.7,NA,100,100,100,0,"dead",""
"2077","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",NA,1.3,NA,100,100,100,0,"dead",""
"2078","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",NA,1.2,NA,100,100,100,0,"dead",""
"2079","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",NA,1.2,NA,100,100,100,0,"dead",""
"2080","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",NA,1.2,NA,100,100,100,0,"dead",""
"2081","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",NA,1.2,NA,100,100,100,0,"dead",""
"2082","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",NA,1.2,NA,100,100,100,0,"dead",""
"2083","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",NA,1.2,NA,100,100,100,0,"dead",""
"2084","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",NA,1.2,NA,100,100,100,0,"dead",""
"2085","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",NA,1.2,NA,100,100,100,0,"dead",""
"2086","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",0.7,NA,NA,100,100,100,0,"dead",""
"2087","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",2.7,NA,100,100,100,100,0,"dead",""
"2088","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",1.9,NA,100,100,100,100,0,"dead",""
"2089","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",5.8,NA,100,100,100,25,0,"dead",""
"2090","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",4.6,NA,100,100,100,25,0,"dead",""
"2091","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",2.3,NA,100,100,100,75,0,"dead",""
"2092","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",NA,1,NA,100,100,100,0,"dead",""
"2093","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",NA,1,NA,100,100,100,0,"dead",""
"2094","CCE","2024-08-06","Dry Creek","DrCr5","C","black spruce","yes","no",NA,1,NA,100,100,100,0,"dead",""
"2095","CCE","2024-07-15","Lost Horse","LoHo3","B","black spruce","yes","no",5.8,NA,25,25,25,0,0,"dead",""
"2096","CCE","2024-07-15","Lost Horse","LoHo3","B","black spruce","yes","no",8.9,NA,0,50,50,25,0,"dead",""
"2097","CCE","2024-07-15","Lost Horse","LoHo3","B","black spruce","yes","no",3.1,NA,NA,50,50,25,0,"dead",""
"2098","CCE","2024-07-15","Lost Horse","LoHo3","B","black spruce","yes","yes",4.4,NA,NA,NA,NA,NA,25,"dead",""
"2099","CCE","2024-07-15","Lost Horse","LoHo3","B","black spruce","yes","no",5.2,NA,NA,50,25,25,0,"dead",""
"2100","CCE","2024-07-15","Lost Horse","LoHo3","B","black spruce","yes","no",1,NA,NA,100,75,50,0,"dead",""
"2101","CCE","2024-07-15","Lost Horse","LoHo3","B","black spruce","yes","no",2.7,NA,25,75,75,50,0,"dead",""
"2102","CCE","2024-07-15","Lost Horse","LoHo3","B","black spruce","yes","no",2.6,NA,25,75,75,50,0,"dead",""
"2103","CCE","2024-07-15","Lost Horse","LoHo3","B","black spruce","yes","no",7.9,NA,NA,75,50,25,0,"dead",""
"2104","CCE","2024-07-15","Lost Horse","LoHo3","B","black spruce","yes","no",9.3,NA,NA,75,50,25,0,"dead",""
"2105","CCE","2024-07-15","Lost Horse","LoHo3","B","black spruce","yes","no",8.2,NA,25,75,75,25,0,"dead",""
"2106","CCE","2024-07-15","Lost Horse","LoHo3","B","black spruce","yes","no",NA,7,NA,100,75,75,25,"dead","Top broken off"
"2107","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.2,NA,100,100,100,0,"dead",""
"2108","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.2,NA,100,100,100,0,"dead",""
"2109","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.2,NA,100,100,100,0,"dead",""
"2110","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.2,NA,100,100,100,0,"dead",""
"2111","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.2,NA,100,100,100,0,"dead",""
"2112","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.2,NA,100,100,100,0,"dead",""
"2113","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.2,NA,100,100,100,0,"dead",""
"2114","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.2,NA,100,100,100,0,"dead",""
"2115","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,3.1,NA,100,100,100,0,"dead",""
"2116","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,3.1,NA,100,100,100,0,"dead",""
"2117","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,1.8,NA,100,100,100,0,"dead",""
"2118","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,2.5,NA,100,100,100,0,"dead",""
"2119","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,2.5,NA,100,100,100,0,"dead",""
"2120","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,2.5,NA,100,100,100,0,"dead",""
"2121","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,2.5,NA,100,100,100,0,"dead",""
"2122","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,2.5,NA,100,100,100,0,"dead",""
"2123","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",0.8,NA,NA,100,100,100,0,"dead",""
"2124","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",4,NA,100,100,100,75,0,"dead",""
"2125","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",4,NA,100,100,100,75,0,"dead",""
"2126","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",1.1,NA,NA,100,100,100,0,"dead",""
"2127","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",2,NA,NA,100,100,100,0,"dead",""
"2128","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,1.1,NA,100,100,100,0,"dead",""
"2129","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,3.3,NA,NA,NA,100,0,"dead","Topped"
"2130","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",2.4,NA,NA,100,100,100,0,"dead",""
"2131","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.2,NA,100,100,100,0,"dead",""
"2132","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.2,NA,100,100,100,0,"dead",""
"2133","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.2,NA,100,100,100,0,"dead",""
"2134","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,1.6,NA,100,100,100,0,"dead",""
"2135","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,1.6,NA,100,100,100,0,"dead",""
"2136","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,1.8,NA,100,100,100,0,"dead",""
"2137","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,1.8,NA,100,100,100,0,"dead",""
"2138","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,1.8,NA,100,100,100,0,"dead",""
"2139","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.5,NA,100,100,100,0,"dead",""
"2140","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.5,NA,100,100,100,0,"dead",""
"2141","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.5,NA,100,100,100,0,"dead",""
"2142","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.5,NA,100,100,100,0,"dead",""
"2143","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.5,NA,100,100,100,0,"dead",""
"2144","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.5,NA,100,100,100,0,"dead",""
"2145","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",1.6,NA,NA,100,100,100,0,"dead",""
"2146","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",1.8,NA,NA,100,100,100,0,"dead",""
"2147","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,2.1,NA,100,100,100,0,"dead",""
"2148","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,2.1,NA,100,100,100,0,"dead",""
"2149","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,2.1,NA,100,100,100,0,"dead",""
"2150","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,2.1,NA,100,100,100,0,"dead",""
"2151","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,2.4,NA,100,100,100,0,"dead",""
"2152","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",1.1,NA,NA,100,100,100,0,"dead",""
"2153","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,2.2,NA,NA,NA,100,25,"dead","Topped"
"2154","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",2,NA,100,100,100,100,0,"dead",""
"2155","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,1.9,NA,100,100,100,0,"dead",""
"2156","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,1.9,NA,100,100,100,0,"dead",""
"2157","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,1.9,NA,100,100,100,0,"dead",""
"2158","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,1.9,NA,100,100,100,0,"dead",""
"2159","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,1.2,NA,100,100,100,0,"dead",""
"2160","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,1.2,NA,100,100,100,0,"dead",""
"2161","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",NA,1.2,NA,100,100,100,0,"dead",""
"2162","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","no","no",NA,1.2,NA,100,100,100,0,"dead",""
"2163","CCE","2024-08-07","McCoy Creek","McCr3","A","black spruce","yes","no",1.1,NA,NA,100,100,100,0,"dead",""
